,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,SalaryGroup,StayGroup,ExperienceGroup,SalaryHike
310,311,56,0.0,2,1369,1,23,3,1,4,1,68,3,4,4,2,1,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9,Retirement Age,Medium Salary,Long Stay,Senior Employee,1608.24
311,312,28,1.0,2,1217,1,1,3,3,3,0,67,3,1,6,1,1,3591,12719,1,0,25,4,3,1,3,3,3,3,2,1,2,Early worker age,Low Salary,Short Stay,Junior Employee,897.75
312,313,34,1.0,2,678,1,19,3,1,2,0,35,2,1,6,4,1,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,Early worker age,Low Salary,Medium Stay,Senior Employee,351.47999999999996
313,314,37,1.0,2,589,2,9,2,2,2,1,46,2,2,7,2,1,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3,Middle Age,Low Salary,Short Stay,Mid-level Employee,586.46
314,315,29,0.0,2,153,1,15,2,1,4,0,49,2,2,2,3,2,4193,12682,0,1,12,3,4,0,10,3,3,9,5,0,8,Early worker age,Low Salary,Medium Stay,Senior Employee,503.15999999999997
315,316,38,0.0,2,849,1,25,2,1,1,0,81,2,3,5,2,1,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,Middle Age,Medium Salary,Medium Stay,Senior Employee,2050.3700000000003
316,317,42,0.0,2,1332,1,2,4,4,1,1,98,2,2,0,4,2,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,Middle Age,Low Salary,Short Stay,Senior Employee,1559.63
317,318,39,1.0,2,867,1,9,2,3,1,1,87,3,2,4,1,1,5151,12315,1,0,25,4,4,1,10,3,3,10,0,7,9,Middle Age,Low Salary,Medium Stay,Senior Employee,1287.75
318,319,36,1.0,2,711,1,5,4,1,2,0,42,3,3,0,1,1,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,Middle Age,Medium Salary,Short Stay,Senior Employee,960.9599999999999
319,320,54,0.0,2,1441,1,17,3,5,3,0,56,3,3,4,3,1,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,Pre-retirement Age,Medium Salary,Medium Stay,Senior Employee,1181.29
320,321,29,0.0,2,1328,1,2,3,1,3,1,76,3,1,6,2,1,2703,4956,0,0,23,4,4,1,6,3,3,5,4,0,4,Early worker age,Low Salary,Short Stay,Senior Employee,621.69
321,322,26,0.0,1,1283,2,1,3,3,3,1,52,2,2,7,1,2,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,Early worker age,Low Salary,Medium Stay,Senior Employee,515.28
322,323,37,0.0,0,1252,2,19,2,3,1,1,32,3,3,7,2,2,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,Middle Age,Medium Salary,Medium Stay,Senior Employee,993.46
323,324,26,1.0,2,1167,2,5,3,4,4,0,30,2,1,8,3,2,2966,21378,0,0,18,3,4,0,5,2,3,4,2,0,0,Early worker age,Low Salary,Short Stay,Mid-level Employee,533.88
324,325,31,0.0,2,655,1,7,4,1,4,1,48,3,2,2,4,0,5915,9528,3,0,22,4,4,1,10,3,2,7,7,1,7,Early worker age,Low Salary,Medium Stay,Senior Employee,1301.3
325,326,41,1.0,2,447,1,5,3,1,2,1,85,4,2,0,2,2,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2,Middle Age,Low Salary,Short Stay,Senior Employee,824.4
326,327,45,1.0,1,306,2,26,4,1,1,0,100,3,2,7,1,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,Pre-retirement Age,Low Salary,Short Stay,Mid-level Employee,600.0400000000001
327,328,43,0.0,2,589,1,14,2,1,2,1,94,3,4,5,1,1,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0,Middle Age,High Salary,Short Stay,Senior Employee,4118.16
328,329,29,0.0,2,986,1,3,4,3,2,1,93,2,3,5,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,Early worker age,Medium Salary,Medium Stay,Senior Employee,2148.2999999999997
329,330,30,0.0,2,231,2,8,2,4,3,1,62,3,3,7,3,0,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,Early worker age,Low Salary,Medium Stay,Senior Employee,799.04
330,331,40,0.0,1,530,1,1,4,1,3,1,78,2,4,0,2,1,13503,14115,1,0,22,4,4,1,22,3,2,22,3,11,11,Middle Age,Medium Salary,Long Stay,Senior Employee,2970.66
331,332,30,1.0,2,1092,1,10,3,3,1,0,64,3,3,4,3,2,9667,2739,9,0,14,3,2,0,9,3,3,7,7,0,2,Early worker age,Medium Salary,Medium Stay,Senior Employee,1353.38
332,333,34,1.0,2,628,1,8,3,3,2,1,82,4,2,2,3,1,4404,10228,2,0,12,3,1,0,6,3,4,4,3,1,2,Early worker age,Low Salary,Short Stay,Senior Employee,528.48
333,334,56,0.0,1,906,2,6,3,1,3,0,86,4,4,7,1,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,Retirement Age,Medium Salary,Medium Stay,Senior Employee,1453.32
334,335,25,0.0,2,1372,2,18,1,1,1,1,93,4,2,7,3,1,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2,Early worker age,Low Salary,Short Stay,Senior Employee,685.52
335,336,42,0.0,0,179,0,2,5,3,4,1,79,4,2,1,1,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,Middle Age,Low Salary,Short Stay,Senior Employee,1003.52
336,337,32,0.0,1,967,2,8,3,2,2,0,43,3,3,7,4,2,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,Early worker age,Medium Salary,Medium Stay,Senior Employee,1259.72
337,338,32,0.0,1,430,1,24,4,1,1,1,80,3,2,2,4,1,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,Early worker age,Low Salary,Medium Stay,Senior Employee,796.35
338,339,55,0.0,2,147,1,20,2,5,2,1,37,3,2,2,4,1,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,Retirement Age,Low Salary,Medium Stay,Senior Employee,1028.85
339,340,39,1.0,2,1387,1,10,5,3,2,1,76,3,2,4,1,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,Middle Age,Low Salary,Medium Stay,Senior Employee,699.01
340,341,44,1.0,1,1193,1,2,1,3,2,1,86,3,3,4,3,2,10209,19719,5,1,18,3,2,0,16,2,2,2,2,2,2,Middle Age,Medium Salary,Short Stay,Senior Employee,1837.62
341,342,41,1.0,0,552,0,4,3,0,3,1,60,1,2,1,2,1,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,Middle Age,Low Salary,Short Stay,Senior Employee,1221.7
342,343,27,0.0,0,1277,1,8,5,1,1,1,87,1,1,2,3,1,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,Early worker age,Low Salary,Short Stay,Junior Employee,877.99
343,344,38,0.0,1,1186,1,3,4,4,3,1,44,3,1,6,3,1,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,Middle Age,Low Salary,Short Stay,Senior Employee,451.36
344,345,37,0.0,1,1231,2,21,2,3,3,0,54,3,1,8,4,1,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0,Middle Age,Low Salary,Short Stay,Senior Employee,445.95
345,346,36,1.0,1,1213,0,2,1,0,2,1,94,2,2,1,4,2,3886,4223,1,0,21,4,4,0,10,2,2,10,1,0,8,Middle Age,Low Salary,Medium Stay,Senior Employee,816.06
346,347,26,0.0,1,496,1,11,2,3,1,1,60,3,2,0,1,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,Early worker age,Low Salary,Short Stay,Mid-level Employee,616.33
347,348,37,1.0,2,671,1,19,3,1,3,1,85,3,2,4,3,1,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,Middle Age,Low Salary,Short Stay,Senior Employee,980.5600000000001
348,349,45,0.0,2,252,1,1,3,4,3,1,70,4,5,3,4,1,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,Pre-retirement Age,High Salary,Long Stay,Senior Employee,2112.22
349,350,26,0.0,2,1443,2,23,3,2,3,0,47,2,2,7,4,1,4157,21436,7,1,19,3,3,1,5,2,2,2,2,0,0,Early worker age,Low Salary,Short Stay,Mid-level Employee,789.83
350,351,41,0.0,2,802,2,9,1,1,3,1,96,3,3,7,3,0,8189,21196,3,1,13,3,3,1,12,2,3,9,7,0,7,Middle Age,Medium Salary,Medium Stay,Senior Employee,1064.57
351,352,19,0.0,2,645,1,9,2,1,3,1,54,3,1,6,1,2,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,Young Age,Low Salary,Short Stay,Fresh Graduate,638.0
352,353,40,0.0,2,630,2,4,4,2,3,1,67,2,3,7,4,1,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11,Middle Age,Medium Salary,Long Stay,Senior Employee,1194.05
353,354,26,1.0,1,1096,1,6,3,4,3,1,61,4,1,2,4,1,2544,7102,0,0,18,3,1,1,8,3,3,7,7,7,7,Early worker age,Low Salary,Medium Stay,Senior Employee,457.91999999999996
354,355,43,0.0,1,559,1,10,4,1,3,0,82,2,2,2,3,0,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,Middle Age,Low Salary,Medium Stay,Senior Employee,578.27
355,356,35,0.0,0,727,1,3,3,1,3,1,41,2,1,2,3,1,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,Middle Age,Low Salary,Short Stay,Fresh Graduate,230.57999999999998
356,357,52,0.0,2,621,2,3,4,2,3,1,31,2,4,3,1,1,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,Pre-retirement Age,High Salary,Long Stay,Senior Employee,1854.16
357,358,49,0.0,2,470,1,20,4,3,3,0,96,3,2,4,1,1,6567,5549,1,0,14,3,3,0,16,2,2,15,11,5,11,Pre-retirement Age,Low Salary,Long Stay,Senior Employee,919.3800000000001
358,359,37,0.0,0,1413,1,5,2,5,3,1,84,4,1,2,3,2,3500,25470,0,0,14,3,1,0,7,2,1,6,5,1,3,Middle Age,Low Salary,Medium Stay,Senior Employee,490.00000000000006
359,360,43,0.0,1,313,1,21,3,3,4,1,61,3,1,2,4,1,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,Middle Age,Low Salary,Short Stay,Senior Employee,451.6
360,361,22,0.0,2,581,1,1,2,1,4,1,63,3,1,6,3,2,3375,17624,0,0,12,3,4,0,4,2,4,3,2,1,2,Young Age,Low Salary,Short Stay,Mid-level Employee,405.0
361,362,23,0.0,2,541,2,2,1,5,3,1,62,3,1,8,1,0,2322,9518,3,0,13,3,3,1,3,3,3,0,0,0,0,Young Age,Low Salary,Short Stay,Junior Employee,301.86
362,363,55,0.0,2,836,1,8,3,3,4,0,33,3,4,3,3,0,14756,19730,2,1,14,3,3,3,21,2,3,5,0,0,2,Retirement Age,Medium Salary,Short Stay,Senior Employee,2065.84
363,364,53,0.0,2,102,1,23,4,1,4,0,72,3,4,5,4,2,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8,Pre-retirement Age,Medium Salary,Long Stay,Senior Employee,2569.5
364,365,34,0.0,1,669,1,1,3,3,4,1,97,2,2,0,1,2,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,Early worker age,Low Salary,Long Stay,Senior Employee,1068.6000000000001
365,366,58,1.0,2,289,1,2,3,5,4,1,51,3,1,6,3,2,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,Retirement Age,Low Salary,Short Stay,Senior Employee,594.9599999999999
366,367,34,0.0,1,618,1,3,1,1,1,1,45,3,2,0,4,2,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,Early worker age,Medium Salary,Medium Stay,Senior Employee,1318.52
367,368,30,0.0,0,829,1,1,1,1,3,1,88,2,3,4,3,2,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,Early worker age,Medium Salary,Long Stay,Senior Employee,1864.28
368,369,32,0.0,2,120,1,6,5,1,3,1,43,3,1,6,3,2,3038,12430,3,0,20,4,1,0,8,2,3,5,4,1,4,Early worker age,Low Salary,Short Stay,Senior Employee,607.6
369,370,36,0.0,2,1396,1,5,2,1,4,1,62,3,2,2,2,2,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,Middle Age,Low Salary,Long Stay,Senior Employee,946.24
370,371,42,0.0,2,1142,1,8,3,1,4,1,81,3,1,2,3,2,3968,13624,4,0,13,3,4,0,8,3,3,0,0,0,0,Middle Age,Low Salary,Short Stay,Senior Employee,515.84
371,372,47,1.0,0,1162,1,1,1,3,3,0,98,3,3,5,2,1,11957,17231,0,0,18,3,1,2,14,3,1,13,8,5,12,Pre-retirement Age,Medium Salary,Long Stay,Senior Employee,2152.2599999999998
372,373,40,0.0,1,1184,2,2,4,3,2,1,62,3,2,7,2,1,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,Middle Age,Low Salary,Short Stay,Mid-level Employee,519.24
373,374,36,0.0,0,1105,1,24,4,1,2,0,47,3,2,2,2,1,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,Middle Age,Low Salary,Medium Stay,Senior Employee,851.1
374,375,21,0.0,2,391,1,15,2,1,3,1,96,3,1,6,4,2,1232,19281,1,0,14,3,4,0,0,6,3,0,0,0,0,Young Age,Low Salary,Short Stay,Fresh Graduate,172.48000000000002
375,376,36,1.0,0,301,2,15,4,2,4,1,88,1,2,7,4,0,5406,10436,1,0,24,4,1,1,15,4,2,15,12,11,11,Middle Age,Low Salary,Long Stay,Senior Employee,1297.44
376,377,34,0.0,2,204,2,14,3,5,3,0,31,3,1,8,3,0,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,Early worker age,Low Salary,Medium Stay,Senior Employee,464.21999999999997
377,378,42,1.0,2,557,1,18,4,1,4,1,35,3,2,6,1,0,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,Middle Age,Low Salary,Short Stay,Senior Employee,919.7
378,379,34,0.0,2,665,1,6,4,4,1,0,41,3,2,6,3,2,4809,12482,1,0,14,3,3,0,16,3,3,16,13,2,10,Early worker age,Low Salary,Long Stay,Senior Employee,673.2600000000001
379,380,60,1.0,2,370,1,1,4,3,3,1,92,1,3,0,4,0,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,Retirement Age,Medium Salary,Short Stay,Senior Employee,2176.6
380,381,39,0.0,2,1383,0,2,3,1,4,0,42,2,2,1,4,1,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,Middle Age,Low Salary,Short Stay,Senior Employee,572.44
381,382,45,0.0,2,549,1,8,4,4,4,1,75,3,2,6,4,1,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,517.58
382,383,26,1.0,0,786,1,7,3,3,4,1,76,3,1,2,4,2,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,Early worker age,Low Salary,Medium Stay,Senior Employee,514.0
383,384,56,0.0,2,1443,2,11,5,2,4,0,89,2,2,7,1,1,5380,20328,4,0,16,3,3,1,6,3,3,0,0,0,0,Retirement Age,Low Salary,Short Stay,Senior Employee,860.8000000000001
384,385,31,1.0,1,307,1,29,2,3,3,1,71,2,1,2,2,2,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,Early worker age,Low Salary,Short Stay,Senior Employee,382.69
385,386,38,0.0,2,1035,2,3,4,1,2,1,42,3,2,7,4,2,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,Middle Age,Low Salary,Short Stay,Senior Employee,823.3199999999999
386,387,35,1.0,2,750,1,28,3,1,2,1,46,4,2,2,3,1,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,Middle Age,Low Salary,Medium Stay,Senior Employee,579.19
387,388,31,0.0,1,1327,1,3,4,3,2,1,73,3,3,5,3,0,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,Early worker age,Medium Salary,Short Stay,Senior Employee,1641.0
388,389,26,0.0,2,991,1,6,3,1,3,0,71,3,1,2,4,1,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,Early worker age,Low Salary,Short Stay,Junior Employee,345.67
389,390,38,1.0,2,723,2,2,4,2,2,0,77,1,2,8,4,1,5405,4244,2,1,20,4,1,2,20,4,2,4,2,0,3,Middle Age,Low Salary,Short Stay,Senior Employee,1081.0
390,391,30,0.0,2,1138,1,6,3,5,1,0,48,2,2,2,4,1,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7,Early worker age,Low Salary,Medium Stay,Senior Employee,555.24
391,392,41,1.0,2,796,2,4,1,2,3,0,81,3,3,7,3,0,10447,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,Middle Age,Medium Salary,Long Stay,Senior Employee,1358.1100000000001
392,393,34,0.0,2,943,1,9,3,1,4,1,86,3,3,0,4,0,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6,Early worker age,Medium Salary,Medium Stay,Senior Employee,935.0
393,394,35,0.0,2,735,1,6,1,1,3,1,66,3,1,6,3,1,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,Middle Age,Low Salary,Short Stay,Mid-level Employee,490.84000000000003
394,395,27,0.0,2,1240,1,2,4,1,4,0,33,3,1,2,1,0,2341,19715,1,0,13,3,4,1,1,6,3,1,0,0,0,Early worker age,Low Salary,Short Stay,Fresh Graduate,304.33
395,396,39,1.0,2,722,2,24,1,2,2,0,60,2,4,7,4,1,12031,8828,0,0,11,3,1,1,21,2,2,20,9,9,6,Middle Age,Medium Salary,Long Stay,Senior Employee,1323.41
396,397,56,1.0,2,1162,1,24,2,1,1,1,97,3,1,2,4,2,2587,10261,1,0,16,3,4,0,5,3,3,4,2,1,0,Retirement Age,Low Salary,Short Stay,Mid-level Employee,413.92
397,398,32,0.0,2,1373,1,5,4,1,4,1,56,2,2,4,4,2,9679,10138,8,0,24,4,2,0,8,1,3,1,0,0,0,Early worker age,Medium Salary,Short Stay,Senior Employee,2322.96
398,399,31,0.0,2,691,1,5,4,5,3,1,86,3,1,6,4,1,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,Early worker age,Low Salary,Short Stay,Senior Employee,578.52
399,400,39,0.0,1,443,1,8,1,1,3,0,48,3,1,2,3,1,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,Middle Age,Low Salary,Medium Stay,Senior Employee,413.05
400,401,29,0.0,2,1252,1,23,2,1,3,1,81,4,1,6,3,1,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7,Early worker age,Low Salary,Medium Stay,Senior Employee,648.0
401,402,33,0.0,0,775,1,4,3,5,4,1,90,3,2,6,2,0,3055,6194,5,0,15,3,4,2,11,2,2,9,8,1,7,Early worker age,Low Salary,Medium Stay,Senior Employee,458.25
402,403,29,1.0,2,121,2,27,3,2,2,0,35,3,3,7,4,1,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,Early worker age,Medium Salary,Medium Stay,Senior Employee,1680.58
403,404,44,1.0,2,935,1,3,3,1,1,1,89,3,1,2,1,1,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2,Middle Age,Low Salary,Short Stay,Senior Employee,283.44
404,405,26,0.0,2,841,1,6,3,4,3,0,46,2,1,6,2,1,2368,23300,1,0,19,3,3,0,5,3,2,5,4,4,3,Early worker age,Low Salary,Short Stay,Mid-level Employee,449.92
405,406,48,0.0,2,163,2,2,5,2,2,0,37,3,2,7,4,1,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,567.1400000000001
406,407,38,0.0,2,364,1,3,5,5,4,0,32,3,2,6,3,2,4317,2302,3,1,20,4,2,0,19,2,3,3,2,2,2,Middle Age,Low Salary,Short Stay,Senior Employee,863.4000000000001
407,408,36,1.0,2,335,2,17,2,2,3,1,33,2,2,7,2,1,5507,16822,2,0,16,3,3,2,12,1,1,4,2,1,3,Middle Age,Low Salary,Short Stay,Senior Employee,881.12
408,409,23,1.0,2,1243,1,6,3,1,3,1,63,4,1,2,1,1,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0,Young Age,Low Salary,Short Stay,Fresh Graduate,336.21
409,410,29,1.0,2,1378,1,13,2,4,4,1,46,2,2,2,2,1,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3,Early worker age,Low Salary,Short Stay,Senior Employee,523.25
410,411,50,0.0,2,939,1,24,3,1,4,1,95,3,4,4,3,1,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,Pre-retirement Age,Medium Salary,Long Stay,Senior Employee,2515.14
411,412,37,0.0,2,1189,2,3,3,1,3,1,87,3,3,7,4,2,7428,14506,2,0,12,3,1,0,12,3,3,5,3,1,3,Middle Age,Low Salary,Short Stay,Senior Employee,891.36
412,413,24,1.0,2,771,1,1,2,1,2,1,45,2,2,0,3,2,4617,14120,1,0,12,3,2,0,4,2,2,4,3,1,2,Young Age,Low Salary,Short Stay,Mid-level Employee,554.04
413,414,31,0.0,2,1398,0,8,2,3,4,0,96,4,1,1,2,2,2109,24609,9,0,18,3,4,0,8,3,3,3,2,0,2,Early worker age,Low Salary,Short Stay,Senior Employee,379.62
414,415,49,1.0,2,1184,2,11,3,2,3,0,43,3,3,7,4,1,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7,Pre-retirement Age,Medium Salary,Medium Stay,Senior Employee,1377.72
415,416,34,0.0,1,135,1,19,3,3,3,0,46,3,2,2,2,0,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,Early worker age,Low Salary,Long Stay,Senior Employee,577.72
416,417,41,1.0,2,1102,2,1,2,1,2,0,94,3,2,7,4,2,5993,19479,8,1,11,3,1,0,8,0,1,6,4,0,5,Middle Age,Low Salary,Medium Stay,Senior Employee,659.23
417,418,34,0.0,2,970,1,8,2,3,2,0,96,3,2,0,3,2,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,Early worker age,Low Salary,Short Stay,Senior Employee,675.62
418,419,39,0.0,1,505,1,2,4,5,3,0,64,3,3,0,3,2,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,Middle Age,Medium Salary,Long Stay,Senior Employee,2734.5
419,420,32,1.0,1,1125,1,16,1,1,2,0,72,1,1,6,1,2,3919,4681,1,1,22,4,2,0,10,5,3,10,2,6,7,Early worker age,Low Salary,Medium Stay,Senior Employee,862.18
420,421,37,0.0,1,889,1,9,3,3,2,1,53,3,1,6,4,1,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,Middle Age,Low Salary,Short Stay,Mid-level Employee,279.12
421,422,30,1.0,2,138,1,22,3,1,1,0,48,3,1,6,3,1,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,Early worker age,Low Salary,Short Stay,Senior Employee,234.52
422,423,47,1.0,2,1001,1,4,3,1,3,0,92,2,3,4,2,0,10333,19271,8,1,12,3,3,1,28,4,3,22,11,14,10,Pre-retirement Age,Medium Salary,Long Stay,Senior Employee,1239.96
423,424,55,0.0,2,452,1,1,3,3,4,1,81,3,5,3,1,2,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,Retirement Age,High Salary,Long Stay,Senior Employee,2666.3
424,425,37,0.0,2,1225,1,10,2,1,4,1,80,4,1,6,4,2,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0,Middle Age,Low Salary,Short Stay,Mid-level Employee,795.6
425,426,35,0.0,2,619,2,1,3,2,2,1,85,3,2,7,3,1,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,Middle Age,Low Salary,Long Stay,Senior Employee,518.87
426,427,46,0.0,1,638,1,1,3,3,3,1,40,2,3,0,1,1,10673,3142,2,1,13,3,3,1,21,5,2,10,9,9,5,Pre-retirement Age,Medium Salary,Medium Stay,Senior Employee,1387.49
427,428,29,1.0,2,1082,1,9,4,3,4,0,43,3,1,2,3,1,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,Early worker age,Low Salary,Short Stay,Senior Employee,505.58000000000004
428,429,36,0.0,2,922,1,3,2,1,1,0,39,3,1,2,4,0,2835,2561,5,0,22,4,1,1,7,2,3,1,0,0,0,Middle Age,Low Salary,Short Stay,Senior Employee,623.7
429,430,24,0.0,0,1269,1,4,1,1,1,1,46,2,1,2,4,1,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,Young Age,Low Salary,Short Stay,Senior Employee,537.5400000000001
430,431,50,0.0,2,1464,1,2,4,3,2,1,62,3,5,5,3,1,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,Pre-retirement Age,High Salary,Medium Stay,Senior Employee,2116.07
431,432,32,0.0,0,1184,1,1,3,1,3,0,70,2,1,2,2,1,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,Early worker age,Low Salary,Short Stay,Mid-level Employee,466.40000000000003
432,433,34,0.0,2,121,1,2,4,3,3,0,86,2,1,6,1,2,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,Early worker age,Low Salary,Medium Stay,Senior Employee,481.91
433,434,26,0.0,2,652,1,7,3,4,3,1,100,4,1,2,1,2,3578,23577,0,0,12,3,4,0,8,2,3,7,7,0,7,Early worker age,Low Salary,Medium Stay,Senior Employee,429.35999999999996
434,435,33,0.0,1,1141,2,1,3,1,3,0,42,4,2,7,1,1,5376,3193,2,0,19,3,1,2,10,3,3,5,3,1,3,Early worker age,Low Salary,Short Stay,Senior Employee,1021.44
435,436,48,1.0,2,1108,1,15,4,4,3,0,65,3,1,6,1,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,284.03999999999996
436,437,35,1.0,1,1199,1,18,4,1,3,1,80,3,2,0,3,1,5689,24594,1,1,14,3,4,2,10,2,4,10,2,0,2,Middle Age,Low Salary,Medium Stay,Senior Employee,796.46
437,438,38,0.0,1,1391,1,10,1,3,3,1,66,3,1,6,3,1,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,Middle Age,Low Salary,Short Stay,Junior Employee,456.28000000000003
438,439,37,0.0,2,1462,1,11,3,3,1,0,94,3,1,2,3,2,3629,19106,4,0,18,3,1,0,8,6,3,3,2,0,2,Middle Age,Low Salary,Short Stay,Senior Employee,653.22
439,440,35,0.0,2,1276,1,16,3,1,4,1,72,3,3,0,3,1,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,Middle Age,Medium Salary,Medium Stay,Senior Employee,915.8399999999999
440,441,32,0.0,2,128,1,2,1,5,4,1,84,2,2,2,1,2,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,Early worker age,Low Salary,Medium Stay,Senior Employee,282.88
441,442,38,0.0,1,240,1,2,4,1,1,0,75,4,2,4,1,2,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,Middle Age,Low Salary,Long Stay,Senior Employee,717.6
442,443,39,0.0,2,117,1,10,1,3,3,1,99,3,4,3,1,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,Middle Age,High Salary,Long Stay,Senior Employee,2389.5200000000004
443,444,33,0.0,2,117,1,9,3,3,1,1,60,3,1,6,4,1,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,Early worker age,Low Salary,Long Stay,Senior Employee,361.53000000000003
